"","QKEY","Device_Type_W63.5","LANG_W63.5","COVIDFOL_W63.5","COVIDCOVER1_W63.5","COVIDCOVER2_W63.5","COVIDCONF_a_W63.5","COVIDCONF_b_W63.5","COVIDCONF_c_W63.5","COVIDCONF_d_W63.5","COVIDTONE_a_W63.5","COVIDTONE_b_W63.5","COVIDTONE_c_W63.5","COVIDTONE_d_W63.5","COVIDNEWS1_W63.5","COVIDTHREAT_a_W63.5","COVIDTHREAT_b_W63.5","COVIDTHREAT_c_W63.5","COVIDTHREAT_d_W63.5","COVIDTHREAT_e_W63.5","COVIDMISINFO_W63.5","COVIDVACC_W63.5","COVIDCREATE_W63.5","COVIDWORK_W63.5","INSURANCE_W63.5","GROUP_TRUST_a_W57","NEWS_MOST_W57","TALKPOL_W57","FOLELECT_W57","CR_PARTYNEWSUSE_W57","CR_NEWS_INFLU_W57","CR_DIG_SAV_W57","CR_MAINSOPOL_GROUPS_W57","CR_KNOWLEDGE_INDEX_W57","F_METRO","F_CREGION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","WEIGHT_W63.5"
"1163",656538,1,1,1,1,1,1,2,2,1,1,3,3,3,1,2,2,2,2,2,4,3,3,1,1,3,4,2,1,2,2,2,4,3,1,2,4,1,1,6,2,1,1,1,1,1,2,2,3,3,1,1,8,1,1,3,1,1,0.227483968598657
"1164",656829,2,1,2,3,2,4,3,3,3,2,5,2,4,2,2,2,1,2,2,3,3,5,1,2,3,7,1,1,3,1,2,98,3,1,3,2,1,1,5,2,1,1,1,1,6,1,1,1,3,1,1,2,3,1,1,1,1,0.478120551763346
"1165",656890,2,1,1,1,2,3,2,4,2,2,4,5,3,1,1,1,1,1,1,4,3,1,1,1,4,7,3,2,3,1,1,98,3,1,3,2,1,1,6,2,1,1,1,1,6,2,2,2,4,1,1,5,2,3,1,1,2,1.99416836966169
"1166",656906,2,1,2,1,1,4,2,1,1,1,4,3,3,1,3,2,1,2,2,3,3,3,4,1,2,2,3,2,5,2,1,7,3,1,3,4,1,2,3,2,1,1,1,1,1,10,NA,6,2,NA,2,7,1,1,3,1,1,0.244454452534219
"1167",656909,2,1,1,2,2,4,3,3,2,3,5,3,3,1,1,2,1,1,2,2,2,5,1,1,2,1,3,1,4,2,2,9,3,1,2,2,1,1,6,2,1,1,1,1,1,10,NA,4,2,NA,2,8,1,1,3,1,1,0.289564931899911
"1168",656995,2,1,1,1,1,4,4,1,1,3,5,3,3,1,1,1,1,1,1,3,2,3,3,1,2,4,3,2,5,2,2,5,3,1,4,3,2,2,3,1,1,3,1,1,1,2,2,5,2,NA,2,4,2,1,4,1,2,0.548389264525449
"1169",657003,1,1,1,2,2,4,3,2,2,3,4,3,3,1,2,2,1,1,2,3,3,3,1,1,2,2,3,2,4,2,1,7,2,1,1,3,1,1,5,2,1,1,1,1,6,12,NA,6,3,2,2,8,1,1,4,1,2,0.667730637705907
"1170",657074,1,1,2,2,2,2,1,2,1,1,4,2,3,1,3,2,2,2,3,2,3,3,2,1,1,4,4,2,2,2,2,6,3,1,3,3,1,1,6,2,1,1,1,1,1,2,2,5,4,1,1,8,1,3,2,1,2,1.57881582343253
"1171",657176,1,1,1,1,1,4,3,1,2,3,4,3,3,1,1,1,1,1,1,2,3,3,4,1,1,4,1,1,5,1,2,5,2,1,4,4,2,1,6,2,1,1,1,1,1,10,NA,5,2,NA,2,8,1,1,5,1,2,0.731697566812459
"1172",657458,2,1,1,2,2,4,3,2,2,3,5,3,3,1,2,2,1,2,2,2,3,3,4,1,1,5,2,1,5,1,2,3,3,1,3,4,1,1,5,2,1,1,1,1,1,11,NA,4,2,NA,2,7,1,1,5,1,1,0.166587741355572
"1173",657694,3,1,1,1,1,4,4,2,2,3,4,3,3,2,1,2,1,3,2,2,3,5,2,1,1,5,3,1,5,2,2,3,3,1,1,3,1,1,6,2,1,1,1,1,1,2,2,4,2,NA,2,9,1,1,3,1,1,0.213725205903837
"1174",657763,1,1,2,2,2,4,3,2,3,2,5,99,4,1,2,2,2,2,2,4,3,3,1,1,1,7,2,1,2,1,1,98,3,1,4,2,1,1,6,2,1,1,1,1,1,3,1,2,1,NA,1,6,2,1,3,2,1,1.75532426293221
"1175",657776,2,1,1,2,2,4,3,1,1,2,5,3,3,2,1,1,1,3,2,2,3,3,2,1,1,2,2,2,5,2,2,7,3,1,4,4,2,1,5,2,1,1,1,1,5,1,1,2,2,NA,2,3,3,1,3,1,1,0.317007737119546
"1176",657786,2,1,2,3,3,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,5,4,3,7,3,1,98,1,1,4,2,2,2,4,2,1,1,1,1,1,2,2,6,1,NA,1,4,2,1,4,1,2,1.61025633257088
"1177",658476,1,1,2,2,2,1,2,1,1,1,3,1,3,1,1,1,1,2,1,2,2,1,4,1,3,5,4,3,7,3,1,6,1,2,3,3,2,3,2,2,1,1,1,1,1,11,NA,6,3,99,9,5,2,3,1,1,2,3.21821004966937
"1178",658634,1,1,2,2,1,4,4,2,2,2,5,3,4,1,1,2,1,2,2,3,3,3,1,1,2,7,2,1,5,2,1,3,3,1,3,3,1,3,2,2,1,1,1,1,1,12,NA,6,2,NA,2,7,1,1,5,1,1,0.659091347921912
"1179",658641,1,1,2,1,1,4,3,3,2,3,5,3,3,1,2,1,1,2,2,4,2,3,2,1,1,4,4,2,3,2,2,6,3,1,1,3,2,2,3,2,1,1,1,1,3,1,2,4,1,NA,1,7,1,1,3,1,2,1.12121531284529
"1180",658651,1,1,1,1,1,4,4,3,3,3,5,3,4,1,1,2,1,2,1,2,3,3,1,1,2,7,2,2,5,2,1,9,3,1,1,1,1,1,5,2,1,1,1,1,6,5,NA,6,3,2,2,9,1,1,3,1,1,0.630526598869091
"1181",658759,2,1,1,2,2,2,1,1,2,2,3,2,3,2,2,2,1,2,2,4,99,1,5,1,2,7,2,3,2,3,1,4,3,1,4,2,2,2,3,2,1,1,1,1,1,1,1,2,1,NA,1,6,2,1,2,1,1,0.616335768036678
"1182",659049,2,1,2,2,1,4,4,2,1,2,4,3,3,2,2,2,2,2,1,3,3,3,2,1,1,2,1,2,5,2,1,7,3,1,1,2,1,1,5,2,1,1,1,1,6,10,NA,6,3,2,2,9,1,1,5,1,2,1.23320794073914
"1183",659057,1,1,1,2,1,1,1,1,1,2,3,2,3,1,2,2,2,3,2,3,2,1,1,1,3,7,1,1,2,2,1,4,3,1,3,4,1,1,6,2,1,1,1,1,1,1,1,2,1,NA,1,8,1,1,1,1,1,0.249603774574315
"1184",659101,2,1,2,2,1,4,4,2,1,2,5,3,3,1,2,2,2,2,2,4,3,3,1,1,1,7,1,1,5,1,2,7,3,1,3,2,1,1,5,2,1,1,1,1,1,12,NA,5,2,NA,2,7,1,1,5,1,1,0.342493065250172
"1185",659269,2,1,1,1,1,4,3,2,2,3,5,3,3,1,2,2,2,2,2,2,5,3,4,1,2,5,1,1,5,1,2,7,2,1,2,3,1,3,2,2,1,1,1,1,1,2,2,5,3,2,2,8,1,1,3,1,1,0.666120490211827
"1186",659273,1,1,1,3,2,4,4,2,3,4,5,3,3,1,1,2,1,2,1,3,3,3,4,1,1,4,2,1,5,2,2,5,3,1,2,4,1,1,6,2,1,1,1,1,1,12,NA,5,2,NA,2,8,1,1,5,1,1,0.169526349113633
"1187",659397,1,1,3,4,4,3,4,4,3,1,2,1,3,2,3,3,1,2,3,3,3,1,3,1,2,7,4,1,2,2,1,99,3,1,4,2,1,1,5,2,1,1,1,1,1,1,1,2,4,1,1,8,1,1,5,1,1,0.456869216240114
"1188",659421,2,1,2,2,2,4,4,2,1,3,4,3,3,1,2,2,1,2,2,3,3,3,1,1,2,7,2,2,4,1,1,7,3,1,2,2,1,1,5,2,1,1,1,1,3,12,NA,6,3,2,2,8,1,1,5,1,1,0.393722213983094
"1189",659497,1,1,2,4,3,1,1,3,2,1,3,1,1,2,3,3,3,3,3,1,5,3,4,1,4,7,1,1,1,1,2,98,2,1,2,4,1,1,5,2,1,1,1,1,1,1,2,5,1,NA,1,6,2,1,1,1,1,0.254784826247564
"1190",659504,2,1,1,2,2,1,1,1,1,1,3,1,3,2,2,2,1,1,2,2,3,1,1,1,2,7,3,1,3,2,1,4,3,1,3,2,2,1,6,2,1,1,1,1,6,1,1,4,1,NA,1,8,1,1,2,1,2,1.00786096021698
"1191",659563,1,1,1,1,1,4,4,2,1,3,5,3,4,1,1,3,1,1,2,3,2,3,2,1,1,1,4,1,5,2,1,9,3,1,4,2,1,1,6,1,1,3,1,1,3,2,2,6,2,NA,2,7,1,1,5,1,2,0.370884810982399
"1192",659651,1,1,1,3,1,2,1,2,3,1,3,1,3,2,2,2,1,1,1,3,3,5,1,1,3,5,2,1,2,1,1,4,3,1,2,3,1,1,6,2,1,1,1,1,1,1,2,6,1,NA,1,9,1,1,2,1,1,0.463491465039341
"1193",659675,2,1,1,2,1,4,4,3,3,3,5,3,3,1,1,2,1,1,1,2,3,3,2,1,2,7,1,1,5,2,3,9,3,1,3,4,1,2,3,2,1,1,1,1,2,11,NA,5,2,NA,2,8,1,1,4,1,1,0.244454452534219
"1194",659735,2,1,2,2,2,3,3,2,2,2,3,4,3,1,2,2,1,2,2,2,3,5,1,1,2,2,4,3,5,3,1,7,2,1,2,2,2,1,5,2,1,1,1,1,1,1,2,2,3,2,2,8,1,1,3,1,1,0.306806621752147
"1195",659809,2,2,1,2,1,3,3,99,1,3,4,99,3,1,1,1,1,1,1,4,3,1,3,2,2,5,4,3,6,3,2,98,1,1,3,2,2,3,2,1,5,3,2,6,1,1,1,1,2,NA,2,99,99,NA,3,1,1,0.579420765607551
"1196",659832,3,1,1,1,1,4,4,2,1,3,5,3,3,1,1,1,1,2,2,3,3,5,4,1,2,4,1,2,5,2,1,2,2,2,3,4,2,1,5,2,1,1,1,1,1,12,NA,6,2,NA,2,3,3,1,4,1,1,0.314647664805807
"1197",660177,2,1,2,3,2,3,3,3,3,5,4,4,4,2,1,2,1,2,2,2,3,3,2,1,2,2,2,2,4,2,1,7,1,1,3,1,2,1,5,2,1,1,1,1,1,3,2,2,3,1,1,5,2,1,3,1,1,0.380187486761625
"1198",660390,1,1,1,2,2,2,2,2,1,4,4,3,4,1,2,2,1,3,2,3,2,5,1,1,4,2,4,3,3,3,2,99,1,1,4,4,1,1,5,2,1,1,1,1,1,1,2,5,1,NA,1,9,1,1,3,1,1,0.287185005972092
"1199",660532,1,1,2,3,3,2,2,2,2,1,4,2,3,2,2,2,1,2,2,3,5,3,1,1,3,7,3,3,7,3,2,98,3,1,2,3,1,1,6,2,1,1,1,1,1,1,2,2,3,1,1,9,1,1,3,1,1,0.23078620749798
"1200",660646,2,1,2,1,2,4,4,3,3,2,4,3,3,1,2,3,2,2,2,3,3,3,3,1,1,3,4,2,5,2,1,1,2,2,1,4,1,2,4,2,1,1,1,1,6,1,2,5,2,NA,2,2,3,1,3,1,2,0.792474686605107
"1201",661138,2,1,2,1,1,4,4,2,2,3,5,3,4,1,1,3,1,2,2,2,3,3,3,1,2,5,1,1,5,2,1,3,2,1,2,2,1,1,6,2,2,2,1,6,1,1,1,2,2,NA,2,7,1,1,4,1,2,1.33128370642808
"1202",661214,1,1,1,2,1,4,4,1,1,2,5,3,3,1,1,2,1,3,1,2,3,3,1,1,1,7,1,1,5,1,1,9,3,1,1,2,1,1,5,2,1,1,1,1,2,5,NA,4,2,NA,2,8,1,1,4,1,1,0.447387338164357
"1203",661239,2,1,1,4,4,1,1,2,2,1,3,1,2,2,3,3,3,3,3,1,2,3,3,1,4,7,2,1,1,2,2,4,2,1,2,2,1,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,6,2,1,2,1,2,1.04976310086567
"1204",661439,1,1,1,1,1,3,3,2,2,3,4,3,3,1,1,1,1,1,1,3,2,3,4,1,1,3,3,2,6,2,3,98,2,1,2,4,2,2,3,2,1,1,1,1,1,1,1,5,3,2,2,3,3,1,3,1,2,1.08018151523451
"1205",661674,2,1,2,2,2,2,2,2,1,2,3,3,3,1,1,2,1,2,1,4,3,3,2,1,1,2,3,3,4,3,1,7,2,1,1,2,2,1,6,2,1,1,1,1,1,1,1,2,2,NA,2,8,1,1,3,1,2,0.828762420532012
"1206",661771,2,1,2,2,2,4,4,3,2,3,5,4,3,1,1,2,1,2,2,3,3,99,1,1,2,2,2,2,5,2,2,5,2,1,4,4,2,1,6,2,1,1,1,1,2,12,NA,5,2,NA,2,7,1,1,4,1,1,0.317007737119546
"1207",661792,2,1,1,3,2,2,1,2,2,1,3,1,5,2,2,2,2,2,2,1,2,1,2,1,2,4,4,2,2,2,2,98,2,1,4,3,1,2,3,1,1,3,1,1,1,1,1,6,1,NA,1,8,1,1,2,1,1,0.271958334500793
"1208",661805,1,1,1,1,1,4,4,1,1,3,5,3,3,1,2,2,1,2,2,4,3,3,4,1,1,5,1,1,5,2,1,5,3,1,1,4,1,1,6,2,1,1,1,1,1,1,2,2,2,NA,2,8,1,1,5,1,1,0.210764017719628
"1209",661819,2,1,1,99,1,4,4,3,4,99,5,4,4,1,2,1,1,2,1,2,3,3,4,1,3,7,1,1,4,1,1,98,3,1,3,3,1,1,5,2,1,1,1,1,1,6,NA,1,2,NA,2,2,3,1,4,1,1,0.27772659340652
"1210",661824,1,1,1,1,1,4,4,2,2,3,5,3,3,1,1,2,1,2,2,3,3,3,1,1,2,7,1,1,5,1,1,98,3,2,4,3,2,1,5,2,1,1,1,1,1,1,2,3,3,2,2,9,1,1,5,1,1,0.385313212185449
"1211",662031,3,1,1,1,1,4,2,2,2,3,5,3,3,3,1,99,1,1,1,2,3,3,2,1,1,5,2,1,5,2,1,3,3,1,3,3,1,1,6,2,1,1,1,1,1,5,NA,4,2,NA,2,99,99,1,3,1,1,0.168776715776605
"1212",662041,1,1,2,2,1,4,4,2,1,2,5,3,3,1,3,3,2,3,3,4,3,3,1,1,2,2,2,2,5,2,2,7,3,1,1,2,1,2,3,2,1,1,1,1,2,2,2,3,2,NA,2,6,2,1,4,1,2,1.29163522934995
"1213",662256,2,1,1,4,4,4,4,4,3,3,5,4,4,2,2,2,2,2,2,2,3,1,3,1,3,7,4,2,7,2,2,98,2,1,3,3,2,2,3,2,1,1,1,1,3,10,NA,6,4,1,1,9,1,1,4,1,1,0.321261888165487
"1214",662536,2,1,2,1,1,4,3,2,2,3,5,3,3,1,2,1,1,2,2,3,3,3,4,1,2,4,3,2,5,1,2,98,3,1,2,4,2,1,6,2,1,1,1,1,1,11,2,2,3,2,2,7,1,1,3,1,1,0.388989468179123
"1215",662810,1,1,2,3,3,3,3,2,2,3,4,3,3,3,1,1,1,2,1,4,3,5,1,1,3,5,4,3,5,3,3,4,1,1,3,4,1,3,1,2,2,2,1,1,1,1,1,5,2,NA,2,6,2,1,3,1,2,2.19281136730402
"1216",662862,1,1,1,2,2,4,4,3,1,4,5,3,3,1,1,2,1,2,1,3,3,3,2,1,2,7,2,1,5,1,1,9,3,1,1,2,2,1,6,2,1,1,1,1,1,9,NA,6,2,NA,2,9,1,1,4,1,2,0.928162294583994
"1217",662893,1,1,1,4,4,4,4,3,3,1,5,2,2,2,3,3,1,3,3,4,3,3,1,1,2,7,1,1,NA,99,1,98,3,1,1,3,2,1,5,2,1,1,1,1,1,9,NA,6,3,99,9,9,1,1,5,1,1,0.359026622390354
"1218",663239,2,1,2,2,2,4,4,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,4,1,2,4,4,2,4,2,1,98,1,1,3,1,2,3,2,2,1,1,1,1,6,12,NA,6,3,2,2,4,2,1,4,1,2,1.23841640172442
"1219",663701,2,1,1,1,1,4,4,2,4,3,5,3,5,1,1,2,1,2,1,4,3,3,1,1,1,5,2,1,5,1,1,3,3,1,2,2,1,1,5,2,1,1,1,1,1,12,NA,2,2,NA,2,8,1,1,4,1,2,0.81485298012428
"1220",663767,2,1,3,1,1,4,2,2,2,1,99,99,99,3,3,3,3,3,3,2,5,5,4,1,2,5,4,3,6,3,2,4,1,1,4,4,2,2,3,2,5,4,1,1,3,2,2,5,2,NA,2,5,2,1,4,1,1,0.415576558571825
"1221",663768,2,1,2,3,2,4,4,2,2,2,5,3,3,2,1,2,1,2,1,2,2,1,1,2,2,6,2,2,4,1,1,3,2,1,4,1,2,1,5,2,1,1,1,1,6,1,2,3,2,NA,2,3,3,3,4,1,2,1.27084277393236
"1222",663796,2,1,2,2,2,2,2,3,2,1,4,1,3,2,2,3,1,2,2,2,3,3,1,1,2,7,2,1,3,1,1,9,3,1,4,2,1,1,5,1,4,3,1,1,6,2,2,5,3,1,1,9,1,1,3,1,2,0.648551759971209
"1223",664079,2,1,3,2,99,4,4,3,2,3,5,4,4,3,1,2,1,2,1,3,5,3,3,2,2,99,3,3,3,2,2,98,2,1,2,2,1,1,6,2,1,1,1,1,3,11,NA,3,4,1,1,99,99,2,2,1,2,1.66164851551848
"1224",664090,1,1,1,2,2,3,2,2,2,1,4,2,2,1,2,2,2,2,2,2,2,2,3,1,1,4,2,2,2,2,2,4,3,1,3,3,2,1,5,2,1,1,1,1,3,12,NA,6,3,1,1,1,3,1,3,1,1,0.276345008357625
"1225",664150,1,1,2,2,2,4,4,3,3,4,5,4,4,1,1,1,1,1,1,3,2,3,3,1,2,5,3,3,5,3,3,3,2,1,3,3,1,2,3,1,1,3,1,6,1,2,1,4,2,NA,2,6,2,3,4,1,2,0.474034303046346
"1226",664380,2,1,1,1,1,4,3,1,1,3,5,3,3,1,1,2,1,2,2,2,3,3,1,1,2,7,3,2,5,2,1,3,2,1,4,3,1,1,5,2,1,1,1,1,1,2,2,5,3,2,2,8,1,1,3,1,2,0.412372853084753
"1227",664419,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,4,3,3,1,1,4,99,4,4,7,3,1,99,1,1,3,2,2,1,6,1,2,3,1,1,1,1,2,5,3,2,2,6,2,1,4,1,1,0.20301554638464
"1228",664528,1,1,1,2,1,4,4,1,2,3,5,3,3,1,1,2,1,2,1,3,3,3,2,1,1,7,2,1,5,2,1,98,3,1,2,3,1,1,6,2,1,1,1,1,6,9,NA,6,2,NA,2,6,2,1,5,1,2,0.36883831771524
"1229",664715,2,1,1,2,1,4,4,3,1,2,5,3,3,1,2,2,1,3,2,3,3,3,1,1,1,2,1,1,5,1,1,7,2,1,2,1,2,1,5,2,1,1,1,1,2,10,NA,6,2,NA,2,5,2,1,4,1,1,0.543137305069513
"1230",664736,2,1,2,2,2,1,2,3,2,1,2,1,2,2,3,3,2,3,3,2,2,1,1,1,3,5,3,2,2,2,2,4,3,2,2,3,1,1,6,2,1,1,1,1,5,1,2,5,1,NA,1,1,3,1,2,1,1,0.287719498190477
"1231",664850,2,1,1,3,2,1,1,2,3,1,3,1,1,2,2,3,2,2,2,2,2,3,3,1,3,7,2,1,2,1,1,98,3,1,2,2,1,2,4,2,1,1,1,1,1,1,2,2,3,1,1,6,2,1,1,1,1,0.554251431841261
"1232",664925,2,1,2,1,3,4,4,2,2,3,99,3,3,2,1,2,1,2,2,2,5,1,5,1,4,6,4,4,7,3,1,99,1,1,3,2,2,2,4,2,2,2,1,1,1,1,1,1,4,99,9,7,1,1,3,1,1,0.887404963375271
"1233",664996,2,1,1,2,2,3,3,2,1,1,3,3,3,1,2,3,2,3,2,2,3,3,4,1,2,2,3,3,3,3,1,6,1,1,4,2,2,1,5,2,1,1,1,1,1,1,2,4,1,NA,1,8,1,3,3,1,1,0.853720471100717
"1234",665303,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,5,1,2,1,2,6,2,2,NA,2,2,99,1,2,2,2,2,2,3,2,1,1,1,1,1,1,99,4,4,1,1,5,2,1,3,1,1,0.537186234990558
"1235",665309,2,1,1,3,1,1,1,2,1,1,3,1,3,1,3,2,3,3,3,3,2,3,4,1,2,5,3,1,2,2,2,4,3,1,3,3,2,1,5,2,1,1,1,1,1,2,1,1,1,NA,1,8,1,3,1,1,1,0.520360020401346
"1236",665456,2,1,3,2,2,4,4,2,2,3,3,3,3,1,2,2,1,3,1,4,3,3,2,1,2,7,2,2,5,2,1,98,3,1,1,2,2,1,5,2,1,1,1,1,6,12,NA,6,3,2,2,7,1,1,4,1,1,0.556057722133949
"1237",665493,2,1,1,1,1,4,3,3,3,3,5,4,4,1,1,1,1,2,1,2,3,3,3,1,99,4,2,2,5,2,1,3,1,1,3,4,1,2,3,2,1,1,1,1,3,5,NA,5,2,NA,2,6,2,1,3,2,2,1.52888211781701
"1238",665516,2,1,2,3,3,1,1,2,1,2,3,2,3,1,2,3,1,1,2,2,2,5,3,2,4,6,3,3,7,3,1,99,2,1,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,NA,1,7,1,1,3,1,1,0.546672630384898
"1239",665662,2,1,1,2,2,4,4,4,2,4,5,3,3,3,1,1,1,1,1,2,3,3,4,1,1,5,1,1,5,1,1,5,3,1,3,4,2,1,5,2,1,1,1,1,3,12,NA,5,2,NA,2,3,3,1,4,1,2,0.62526829337726
"1240",665800,3,1,1,3,2,3,3,2,2,4,4,4,2,1,1,1,1,1,1,1,2,3,3,1,2,5,3,1,5,2,3,2,2,2,4,4,2,3,2,2,5,4,1,1,5,1,1,5,2,NA,2,1,3,1,2,2,1,4.83927025226436
"1241",665856,1,1,1,1,1,4,3,1,3,3,5,3,3,1,1,2,1,1,1,4,3,3,1,1,1,7,1,1,5,99,1,9,3,1,4,2,2,1,5,2,1,1,1,1,3,12,NA,5,2,NA,2,8,1,1,4,1,1,0.363641650755487
"1242",665861,2,1,1,2,1,1,1,2,2,1,3,1,3,1,1,1,1,2,2,2,2,3,4,1,4,5,2,1,1,2,1,4,2,1,3,4,1,1,6,2,1,1,1,1,2,12,NA,6,1,NA,1,6,2,1,1,1,2,0.561078032636311
"1243",665914,1,1,1,1,1,4,4,1,1,3,5,3,3,1,2,2,1,2,2,4,3,3,4,1,2,4,4,1,5,2,3,2,2,1,2,4,1,2,3,2,1,1,1,1,1,2,2,4,2,NA,2,3,3,1,3,1,2,0.564112915877584
"1244",665982,2,1,99,2,1,2,4,2,1,2,3,2,1,1,1,2,1,2,1,2,5,5,4,2,3,3,4,4,NA,3,3,98,1,1,4,3,2,2,3,1,5,3,1,1,4,1,2,1,4,99,9,2,3,1,3,2,2,1.39800519138281
"1245",666052,1,1,2,2,2,3,3,3,2,1,4,4,3,1,2,3,1,2,2,4,2,1,1,1,2,3,4,3,2,3,1,6,2,1,1,2,1,1,5,2,1,1,1,1,1,2,2,2,1,NA,1,9,1,1,4,1,1,0.569744235092787
"1246",666122,2,1,2,1,1,4,4,3,1,4,5,3,3,1,1,1,1,2,1,2,5,3,4,1,1,6,1,1,5,1,1,9,3,1,3,2,2,1,6,2,1,1,1,1,6,1,2,5,2,NA,2,4,2,3,4,1,1,0.457278222732772
"1247",666190,1,1,1,3,2,1,1,2,1,1,3,5,3,1,2,2,2,2,2,3,3,3,4,1,3,5,3,1,1,1,2,4,2,1,4,4,1,1,5,2,1,1,1,1,1,1,1,5,1,NA,1,4,2,1,1,1,2,0.655627244217435
"1248",666431,1,1,1,4,1,1,2,1,1,1,3,1,3,2,2,2,2,3,2,3,2,3,1,1,3,7,3,3,3,3,1,98,2,1,3,4,1,1,6,2,1,1,1,1,1,1,1,1,3,1,1,9,1,1,2,1,1,0.222890084727651
"1249",666547,2,1,2,3,3,2,3,3,2,1,3,2,2,2,2,2,2,2,2,2,2,3,1,1,3,3,3,3,7,3,2,98,1,1,2,2,1,3,2,2,1,1,1,1,3,12,NA,6,1,NA,1,6,2,1,2,1,2,3.52336530407616
"1250",666898,2,1,3,2,2,4,4,4,2,2,2,2,2,3,2,1,1,2,2,2,2,5,5,2,4,7,4,4,4,3,3,3,2,1,3,2,1,3,1,2,3,4,2,6,1,8,NA,6,3,2,2,6,2,NA,4,1,2,7.48762122176581
"1251",666952,1,1,2,2,2,1,1,2,2,1,3,1,3,2,2,2,1,2,2,2,3,1,1,1,3,7,2,2,2,2,2,98,3,1,3,4,1,2,3,2,1,1,1,1,1,12,NA,5,3,1,1,7,1,1,3,1,2,0.781901483910488
"1252",667115,1,1,1,4,1,1,1,1,1,2,3,1,3,2,2,2,1,3,2,1,2,2,3,1,4,5,1,1,2,2,1,4,2,2,2,4,1,1,5,2,1,1,1,1,1,1,1,4,1,NA,1,8,1,1,2,1,1,0.283489145636358
"1253",667435,3,1,1,4,1,1,1,1,2,1,3,5,3,2,1,2,1,3,3,2,3,1,4,1,1,5,3,2,1,2,1,4,2,1,2,4,2,2,3,2,1,1,1,1,3,1,1,2,1,NA,1,2,3,1,2,1,2,1.22332309307444
"1254",667611,1,1,3,2,2,2,2,3,1,2,3,1,3,3,2,3,3,3,3,2,2,3,2,1,2,4,4,4,3,3,2,99,1,1,2,4,1,1,5,2,1,1,1,1,3,2,2,6,1,NA,1,4,2,1,2,1,1,0.254784826247564
"1255",667828,2,1,2,4,4,3,3,3,4,1,4,1,5,2,2,2,2,2,2,1,3,1,3,1,3,7,4,4,NA,3,2,3,1,1,1,3,1,3,2,1,5,3,1,2,3,10,NA,6,4,99,9,4,2,3,3,1,2,4.59793260984569
"1256",667940,1,1,1,1,1,1,1,2,1,2,3,3,3,1,2,2,1,2,2,3,3,1,4,1,3,5,2,2,2,1,2,4,3,1,2,4,1,1,6,2,1,1,1,1,3,2,2,5,1,NA,1,99,99,1,2,1,1,0.254784826247564
"1257",667954,2,1,2,3,3,1,4,2,2,1,3,1,1,2,1,1,1,1,1,1,2,1,1,2,3,5,2,2,1,2,1,4,2,1,3,1,1,2,3,2,1,1,1,1,2,12,NA,6,1,NA,1,4,2,1,2,1,2,2.73775492512556
"1258",668019,2,1,1,1,1,4,3,3,2,1,4,3,1,1,2,3,2,3,2,4,2,3,1,1,2,3,2,2,7,2,1,1,2,1,4,2,1,1,6,2,1,1,2,6,3,12,NA,6,3,2,2,4,2,NA,4,1,2,1.30021022189331
"1259",668132,2,1,2,3,2,4,4,3,2,1,5,2,2,1,2,2,1,1,2,3,2,3,3,1,2,6,2,1,4,1,1,98,3,1,2,2,1,2,3,2,1,1,1,6,6,9,NA,6,3,2,2,8,1,3,5,1,2,2.51878617495733
"1260",668249,2,1,2,2,2,4,4,2,2,3,3,3,3,1,2,2,1,1,2,3,2,3,1,1,1,7,2,2,5,1,1,3,3,1,1,1,1,1,5,2,1,1,1,1,1,12,NA,5,2,NA,2,6,2,2,4,1,2,1.85011404396142
"1261",668325,2,1,2,3,3,4,4,4,2,1,1,1,1,2,2,2,2,2,2,1,2,4,4,2,3,99,3,2,7,2,3,98,1,2,4,2,2,99,99,2,5,4,1,1,2,11,NA,6,3,2,2,99,99,1,5,1,2,3.17454774892693
"1262",668643,2,1,1,4,2,1,1,2,2,1,3,1,3,1,3,2,2,2,2,3,3,1,4,1,4,5,1,1,2,1,1,98,3,1,3,3,1,1,5,2,1,1,1,1,6,2,2,3,1,NA,1,9,1,1,1,1,1,0.253244166426592
"1263",668723,2,1,3,3,3,1,1,1,2,1,2,2,2,3,3,2,2,2,2,2,3,5,1,1,3,7,3,2,3,1,1,98,1,2,2,2,1,1,5,2,1,1,1,1,1,2,2,1,1,NA,1,6,2,1,1,1,1,0.619949060898338
"1264",669330,1,1,2,1,1,1,1,1,1,3,3,3,3,1,1,2,1,2,2,4,5,5,1,1,3,2,3,2,3,2,3,98,1,2,2,4,2,3,2,2,1,1,1,1,1,2,2,4,3,99,9,6,2,1,3,1,1,1.05101979532013
